code,label,domain,layer,reason,excluded_edge_count
GHED_GGHE-D_pc_US_SHA2011,GHED_GGHE-D_pc_US_SHA2011,unknown,-1,upper_hierarchy_layer,0
GHED_OOPSCHE_SHA2011,GHED_OOPSCHE_SHA2011,unknown,-1,upper_hierarchy_layer,0
GHED_OOP_pc_US_SHA2011,GHED_OOP_pc_US_SHA2011,unknown,-1,upper_hierarchy_layer,0
GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,unknown,-1,upper_hierarchy_layer,0
GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,unknown,-1,upper_hierarchy_layer,0
GII_TC,GII_TC,unknown,-1,upper_hierarchy_layer,0
GTVP.3.GPV.F,GTVP.3.GPV.F,unknown,-1,upper_hierarchy_layer,0
HEMOGLOBINLEVEL_CHILDREN_MEAN,HEMOGLOBINLEVEL_CHILDREN_MEAN,unknown,-1,upper_hierarchy_layer,0
HEMOGLOBINLEVEL_NONPREGNANT_MEAN,HEMOGLOBINLEVEL_NONPREGNANT_MEAN,unknown,-1,upper_hierarchy_layer,0
HEMOGLOBINLEVEL_PREGNANT_MEAN,HEMOGLOBINLEVEL_PREGNANT_MEAN,unknown,-1,upper_hierarchy_layer,0
HEMOGLOBINLEVEL_REPRODUCTIVEAGE_MEAN,HEMOGLOBINLEVEL_REPRODUCTIVEAGE_MEAN,unknown,-1,upper_hierarchy_layer,0
HIV_0000000026,HIV_0000000026,unknown,-1,upper_hierarchy_layer,0
HIV_ARTCOVERAGE,HIV Treatment Coverage,Health,5,label_coverage_metric,61
HWF_0001,HWF_0001,unknown,-1,upper_hierarchy_layer,0
HWF_0002,HWF_0002,unknown,-1,upper_hierarchy_layer,0
HWF_0003,HWF_0003,unknown,-1,upper_hierarchy_layer,0
HWF_0004,HWF_0004,unknown,-1,upper_hierarchy_layer,0
HWF_0006,HWF_0006,unknown,-1,upper_hierarchy_layer,0
HWF_0008,HWF_0008,unknown,-1,upper_hierarchy_layer,0
HWF_0010,HWF_0010,unknown,-1,upper_hierarchy_layer,0
HWF_0012,HWF_0012,unknown,-1,upper_hierarchy_layer,0
HWF_0013,HWF_0013,unknown,-1,upper_hierarchy_layer,0
HWF_0014,HWF_0014,unknown,-1,upper_hierarchy_layer,0
HWF_0016,HWF_0016,unknown,-1,upper_hierarchy_layer,0
HWF_0017,HWF_0017,unknown,-1,upper_hierarchy_layer,0
HWF_0018,HWF_0018,unknown,-1,upper_hierarchy_layer,0
HWF_0019,HWF_0019,unknown,-1,upper_hierarchy_layer,0
HWF_0020,HWF_0020,unknown,-1,upper_hierarchy_layer,0
HWF_0022,HWF_0022,unknown,-1,upper_hierarchy_layer,0
ICTSKILLDLDONLD,ICTSKILLDLDONLD,unknown,-1,upper_hierarchy_layer,0
ICTSKILLDLDONLD.AG15T24,ICTSKILLDLDONLD.AG15T24,unknown,-1,upper_hierarchy_layer,0
ICTSKILLDLDONLD.AG15T24.F,ICTSKILLDLDONLD.AG15T24.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLDLDONLD.AG15T24.GPIA,ICTSKILLDLDONLD.AG15T24.GPIA,unknown,-1,upper_hierarchy_layer,0
ICTSKILLDLDONLD.AG15T24.M,ICTSKILLDLDONLD.AG15T24.M,unknown,-1,upper_hierarchy_layer,0
ICTSKILLDLDONLD.AG25T74,ICTSKILLDLDONLD.AG25T74,unknown,-1,upper_hierarchy_layer,0
ICTSKILLDLDONLD.AG25T74.F,ICTSKILLDLDONLD.AG25T74.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLDLDONLD.AG25T74.GPIA,ICTSKILLDLDONLD.AG25T74.GPIA,unknown,-1,upper_hierarchy_layer,0
ICTSKILLDLDONLD.AG25T74.M,ICTSKILLDLDONLD.AG25T74.M,unknown,-1,upper_hierarchy_layer,0
ICTSKILLDLDONLD.F,ICTSKILLDLDONLD.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLDLDONLD.GPIA,ICTSKILLDLDONLD.GPIA,unknown,-1,upper_hierarchy_layer,0
ICTSKILLDLDONLD.M,ICTSKILLDLDONLD.M,unknown,-1,upper_hierarchy_layer,0
ICTSKILLFGSPUR,ICTSKILLFGSPUR,unknown,-1,upper_hierarchy_layer,0
ICTSKILLFGSPUR.AG15T24,ICTSKILLFGSPUR.AG15T24,unknown,-1,upper_hierarchy_layer,0
ICTSKILLFGSPUR.AG15T24.F,ICTSKILLFGSPUR.AG15T24.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLFGSPUR.AG15T24.GPIA,ICTSKILLFGSPUR.AG15T24.GPIA,unknown,-1,upper_hierarchy_layer,0
ICTSKILLFGSPUR.AG15T24.M,ICTSKILLFGSPUR.AG15T24.M,unknown,-1,upper_hierarchy_layer,0
ICTSKILLFGSPUR.AG25T74,ICTSKILLFGSPUR.AG25T74,unknown,-1,upper_hierarchy_layer,0
ICTSKILLFGSPUR.AG25T74.F,ICTSKILLFGSPUR.AG25T74.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLFGSPUR.AG25T74.GPIA,ICTSKILLFGSPUR.AG25T74.GPIA,unknown,-1,upper_hierarchy_layer,0
ICTSKILLFGSPUR.AG25T74.M,ICTSKILLFGSPUR.AG25T74.M,unknown,-1,upper_hierarchy_layer,0
ICTSKILLFGSPUR.F,ICTSKILLFGSPUR.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLFGSPUR.GPIA,ICTSKILLFGSPUR.GPIA,unknown,-1,upper_hierarchy_layer,0
ICTSKILLFGSPUR.M,ICTSKILLFGSPUR.M,unknown,-1,upper_hierarchy_layer,0
ICTSKILLGSINF,ICTSKILLGSINF,unknown,-1,upper_hierarchy_layer,0
ICTSKILLGSINF.AG15T24,ICTSKILLGSINF.AG15T24,unknown,-1,upper_hierarchy_layer,0
ICTSKILLGSINF.AG15T24.F,ICTSKILLGSINF.AG15T24.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLGSINF.AG15T24.GPIA,ICTSKILLGSINF.AG15T24.GPIA,unknown,-1,upper_hierarchy_layer,0
ICTSKILLGSINF.AG15T24.M,ICTSKILLGSINF.AG15T24.M,unknown,-1,upper_hierarchy_layer,0
ICTSKILLGSINF.AG25T74,ICTSKILLGSINF.AG25T74,unknown,-1,upper_hierarchy_layer,0
ICTSKILLGSINF.AG25T74.F,ICTSKILLGSINF.AG25T74.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLGSINF.AG25T74.GPIA,ICTSKILLGSINF.AG25T74.GPIA,unknown,-1,upper_hierarchy_layer,0
ICTSKILLGSINF.AG25T74.M,ICTSKILLGSINF.AG25T74.M,unknown,-1,upper_hierarchy_layer,0
ICTSKILLGSINF.F,ICTSKILLGSINF.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLGSINF.GPIA,ICTSKILLGSINF.GPIA,unknown,-1,upper_hierarchy_layer,0
ICTSKILLGSINF.M,ICTSKILLGSINF.M,unknown,-1,upper_hierarchy_layer,0
ICTSKILLHLTHINF,ICTSKILLHLTHINF,unknown,-1,upper_hierarchy_layer,0
ICTSKILLHLTHINF.AG15T24,ICTSKILLHLTHINF.AG15T24,unknown,-1,upper_hierarchy_layer,0
ICTSKILLHLTHINF.AG15T24.F,ICTSKILLHLTHINF.AG15T24.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLHLTHINF.AG25T74,ICTSKILLHLTHINF.AG25T74,unknown,-1,upper_hierarchy_layer,0
ICTSKILLHLTHINF.AG25T74.F,ICTSKILLHLTHINF.AG25T74.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLHLTHINF.F,ICTSKILLHLTHINF.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLHLTHINF.GPIA,ICTSKILLHLTHINF.GPIA,unknown,-1,upper_hierarchy_layer,0
ICTSKILLHLTHINF.M,ICTSKILLHLTHINF.M,unknown,-1,upper_hierarchy_layer,0
ICTSKILLINTBNK,ICTSKILLINTBNK,unknown,-1,upper_hierarchy_layer,0
ICTSKILLINTBNK.AG15T24,ICTSKILLINTBNK.AG15T24,unknown,-1,upper_hierarchy_layer,0
ICTSKILLINTBNK.AG15T24.F,ICTSKILLINTBNK.AG15T24.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLINTBNK.AG15T24.GPIA,ICTSKILLINTBNK.AG15T24.GPIA,unknown,-1,upper_hierarchy_layer,0
ICTSKILLINTBNK.AG15T24.M,ICTSKILLINTBNK.AG15T24.M,unknown,-1,upper_hierarchy_layer,0
ICTSKILLINTBNK.AG25T74,ICTSKILLINTBNK.AG25T74,unknown,-1,upper_hierarchy_layer,0
ICTSKILLINTBNK.AG25T74.F,ICTSKILLINTBNK.AG25T74.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLINTBNK.AG25T74.GPIA,ICTSKILLINTBNK.AG25T74.GPIA,unknown,-1,upper_hierarchy_layer,0
ICTSKILLINTBNK.AG25T74.M,ICTSKILLINTBNK.AG25T74.M,unknown,-1,upper_hierarchy_layer,0
ICTSKILLINTBNK.F,ICTSKILLINTBNK.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLINTBNK.GPIA,ICTSKILLINTBNK.GPIA,unknown,-1,upper_hierarchy_layer,0
ICTSKILLINTBNK.M,ICTSKILLINTBNK.M,unknown,-1,upper_hierarchy_layer,0
ICTSKILLVOIP,ICTSKILLVOIP,unknown,-1,upper_hierarchy_layer,0
ICTSKILLVOIP.AG15T24,ICTSKILLVOIP.AG15T24,unknown,-1,upper_hierarchy_layer,0
ICTSKILLVOIP.AG15T24.F,ICTSKILLVOIP.AG15T24.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLVOIP.AG15T24.GPIA,ICTSKILLVOIP.AG15T24.GPIA,unknown,-1,upper_hierarchy_layer,0
ICTSKILLVOIP.AG15T24.M,ICTSKILLVOIP.AG15T24.M,unknown,-1,upper_hierarchy_layer,0
ICTSKILLVOIP.AG25T74,ICTSKILLVOIP.AG25T74,unknown,-1,upper_hierarchy_layer,0
ICTSKILLVOIP.AG25T74.F,ICTSKILLVOIP.AG25T74.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLVOIP.AG25T74.GPIA,ICTSKILLVOIP.AG25T74.GPIA,unknown,-1,upper_hierarchy_layer,0
ICTSKILLVOIP.AG25T74.M,ICTSKILLVOIP.AG25T74.M,unknown,-1,upper_hierarchy_layer,0
ICTSKILLVOIP.F,ICTSKILLVOIP.F,unknown,-1,upper_hierarchy_layer,0
ICTSKILLVOIP.GPIA,ICTSKILLVOIP.GPIA,unknown,-1,upper_hierarchy_layer,0
ICTSKILLVOIP.M,ICTSKILLVOIP.M,unknown,-1,upper_hierarchy_layer,0
LBW_NUMBER,LBW_NUMBER,unknown,-1,upper_hierarchy_layer,0
LBW_PREVALENCE,LBW_PREVALENCE,unknown,-1,upper_hierarchy_layer,0
LR.AG15T24.Q5.M,LR.AG15T24.Q5.M,unknown,-1,upper_hierarchy_layer,0
MALARIA_EST_CASES,MALARIA_EST_CASES,unknown,-1,upper_hierarchy_layer,0
MALARIA_EST_DEATHS,MALARIA_EST_DEATHS,unknown,-1,upper_hierarchy_layer,0
MALARIA_EST_INCIDENCE,MALARIA_EST_INCIDENCE,unknown,-1,upper_hierarchy_layer,0
MALARIA_EST_MORTALITY,MALARIA_EST_MORTALITY,unknown,-1,upper_hierarchy_layer,0
MCV2,MCV2,unknown,-1,upper_hierarchy_layer,0
MDG_0000000017,MDG_0000000017,unknown,-1,upper_hierarchy_layer,0
MDG_0000000025,MDG_0000000025,unknown,-1,upper_hierarchy_layer,0
MDG_0000000026,MDG_0000000026,unknown,-1,upper_hierarchy_layer,0
MOR.5T8.40520.M,MOR.5T8.40520.M,unknown,-1,upper_hierarchy_layer,0
MOR.5T8.40535,MOR.5T8.40535,unknown,-1,upper_hierarchy_layer,0
MORT_MATERNALNUM,MORT_MATERNALNUM,unknown,-1,upper_hierarchy_layer,0
MS.MIL.MPRT.KD,MS.MIL.MPRT.KD,unknown,-1,upper_hierarchy_layer,0
NARA.AGM1.URB.Q2,NARA.AGM1.URB.Q2,unknown,-1,upper_hierarchy_layer,0
NARA.AGM1.URB.Q3.F,NARA.AGM1.URB.Q3.F,unknown,-1,upper_hierarchy_layer,0
NARA.AGM1.URB.Q3.M,NARA.AGM1.URB.Q3.M,unknown,-1,upper_hierarchy_layer,0
NE.CON.PRVT.KD.ZG,NE.CON.PRVT.KD.ZG,unknown,-1,upper_hierarchy_layer,0
NE.CON.TOTL.KD.ZG,NE.CON.TOTL.KD.ZG,unknown,-1,upper_hierarchy_layer,0
NE.EXP.GNFS.KD.ZG,NE.EXP.GNFS.KD.ZG,unknown,-1,upper_hierarchy_layer,0
NE.EXP.GNFS.ZS,NE.EXP.GNFS.ZS,unknown,-1,upper_hierarchy_layer,0
NE.GDI.FTOT.CD,NE.GDI.FTOT.CD,unknown,-1,upper_hierarchy_layer,0
NE.GDI.FTOT.ZS,NE.GDI.FTOT.ZS,unknown,-1,upper_hierarchy_layer,0
NE.IMP.GNFS.KD.ZG,NE.IMP.GNFS.KD.ZG,unknown,-1,upper_hierarchy_layer,0
NER.02.CP,NER.02.CP,unknown,-1,upper_hierarchy_layer,0
NER.02.F.CP,NER.02.F.CP,unknown,-1,upper_hierarchy_layer,0
NERA.AGM1.GPIA.CP,NERA.AGM1.GPIA.CP,unknown,-1,upper_hierarchy_layer,0
NERT.2.F.CP,NERT.2.F.CP,unknown,-1,upper_hierarchy_layer,0
NTD_LEISHCNUM,NTD_LEISHCNUM,unknown,-1,upper_hierarchy_layer,0
NTD_LEISHVNUM,NTD_LEISHVNUM,unknown,-1,upper_hierarchy_layer,0
NUTRITION_570,NUTRITION_570,unknown,-1,upper_hierarchy_layer,0
NV.AGR.TOTL.KD.ZG,NV.AGR.TOTL.KD.ZG,unknown,-1,upper_hierarchy_layer,0
NV.IND.TOTL.KD.ZG,NV.IND.TOTL.KD.ZG,unknown,-1,upper_hierarchy_layer,0
NV.SRV.TOTL.KD.ZG,NV.SRV.TOTL.KD.ZG,unknown,-1,upper_hierarchy_layer,0
NW.NCA.FISH.PC.CD,NW.NCA.FISH.PC.CD,unknown,-1,upper_hierarchy_layer,0
NW.NCA.FISH.TO.CD,NW.NCA.FISH.TO.CD,unknown,-1,upper_hierarchy_layer,0
NW.NCA.FSTP.PC.CD,NW.NCA.FSTP.PC.CD,unknown,-1,upper_hierarchy_layer,0
NW.NCA.HYDR.PC,NW.NCA.HYDR.PC,unknown,-1,upper_hierarchy_layer,0
NW.NCA.HYDR.PC.CD,NW.NCA.HYDR.PC.CD,unknown,-1,upper_hierarchy_layer,0
NW.NCA.HYDR.TO,NW.NCA.HYDR.TO,unknown,-1,upper_hierarchy_layer,0
NW.NCA.HYDR.TO.CD,NW.NCA.HYDR.TO.CD,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MANG.PC,NW.NCA.MANG.PC,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MANG.PC.CD,NW.NCA.MANG.PC.CD,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MANG.TO,NW.NCA.MANG.TO,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MANG.TO.CD,NW.NCA.MANG.TO.CD,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MCOB.TO,NW.NCA.MCOB.TO,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MGOL.PC,NW.NCA.MGOL.PC,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MGOL.TO,NW.NCA.MGOL.TO,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MIRO.PC,NW.NCA.MIRO.PC,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MIRO.TO,NW.NCA.MIRO.TO,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MLEA.PC,NW.NCA.MLEA.PC,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MLEA.TO,NW.NCA.MLEA.TO,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MLIT.PC,NW.NCA.MLIT.PC,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MLIT.TO,NW.NCA.MLIT.TO,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MMOL.PC,NW.NCA.MMOL.PC,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MMOL.TO,NW.NCA.MMOL.TO,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MPHO.TO,NW.NCA.MPHO.TO,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MSIL.PC,NW.NCA.MSIL.PC,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MSIL.TO,NW.NCA.MSIL.TO,unknown,-1,upper_hierarchy_layer,0
NW.NCA.MZIN.TO,NW.NCA.MZIN.TO,unknown,-1,upper_hierarchy_layer,0
NW.NCA.SAOI.PC,NW.NCA.SAOI.PC,unknown,-1,upper_hierarchy_layer,0
NW.NCA.SAOI.TO.CD,NW.NCA.SAOI.TO.CD,unknown,-1,upper_hierarchy_layer,0
NW.NCA.SSOI.PC,NW.NCA.SSOI.PC,unknown,-1,upper_hierarchy_layer,0
NW.NCA.SSOI.PC.CD,NW.NCA.SSOI.PC.CD,unknown,-1,upper_hierarchy_layer,0
NW.NCA.TOTL.PC,NW.NCA.TOTL.PC,unknown,-1,upper_hierarchy_layer,0
NW.NCA.TOTL.PC.CD,NW.NCA.TOTL.PC.CD,unknown,-1,upper_hierarchy_layer,0
NW.NCA.TOTL.TO,NW.NCA.TOTL.TO,unknown,-1,upper_hierarchy_layer,0
NW.TOW.PC,NW.TOW.PC,unknown,-1,upper_hierarchy_layer,0
NY.GDS.TOTL.CD,NY.GDS.TOTL.CD,unknown,-1,upper_hierarchy_layer,0
OAEPG.1,OAEPG.1,unknown,-1,upper_hierarchy_layer,0
OAEPG.2.GPV.GPIA,OAEPG.2.GPV.GPIA,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.1.Q1,OAEPG.H.1.Q1,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.1.RUR.Q5,OAEPG.H.1.RUR.Q5,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.1.RUR.Q5.F,OAEPG.H.1.RUR.Q5.F,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.1.RUR.Q5.M,OAEPG.H.1.RUR.Q5.M,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.1.RUR.WPIA,OAEPG.H.1.RUR.WPIA,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.1.URB.Q1,OAEPG.H.1.URB.Q1,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.1.URB.Q1.F,OAEPG.H.1.URB.Q1.F,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.1.URB.Q1.M,OAEPG.H.1.URB.Q1.M,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.1.URB.Q5,OAEPG.H.1.URB.Q5,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.1.URB.Q5.F,OAEPG.H.1.URB.Q5.F,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.1.URB.Q5.M,OAEPG.H.1.URB.Q5.M,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.1.URB.WPIA,OAEPG.H.1.URB.WPIA,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.1.WPIA,OAEPG.H.1.WPIA,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.2.Q1,OAEPG.H.2.Q1,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.2.Q1.F,OAEPG.H.2.Q1.F,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.2.Q1.M,OAEPG.H.2.Q1.M,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.2.Q5,OAEPG.H.2.Q5,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.2.Q5.F,OAEPG.H.2.Q5.F,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.2.Q5.M,OAEPG.H.2.Q5.M,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.2.RUR.M,OAEPG.H.2.RUR.M,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.2.RUR.Q1,OAEPG.H.2.RUR.Q1,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.2.RUR.Q1.F,OAEPG.H.2.RUR.Q1.F,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.2.RUR.Q1.M,OAEPG.H.2.RUR.Q1.M,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.2.RUR.WPIA,OAEPG.H.2.RUR.WPIA,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.2.URB.Q5,OAEPG.H.2.URB.Q5,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.2.URB.Q5.F,OAEPG.H.2.URB.Q5.F,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.2.URB.Q5.M,OAEPG.H.2.URB.Q5.M,unknown,-1,upper_hierarchy_layer,0
OAEPG.H.2.WPIA,OAEPG.H.2.WPIA,unknown,-1,upper_hierarchy_layer,0
OtherA,OtherA,unknown,-1,upper_hierarchy_layer,0
OtherGov,OtherGov,unknown,-1,upper_hierarchy_layer,0
OtherL,OtherL,unknown,-1,upper_hierarchy_layer,0
PA.NUS.ATLS,PA.NUS.ATLS,unknown,-1,upper_hierarchy_layer,0
PTRHC.02.TRAINED,PTRHC.02.TRAINED,unknown,-1,upper_hierarchy_layer,0
PTRHC.1.TRAINED,PTRHC.1.TRAINED,unknown,-1,upper_hierarchy_layer,0
PTRHC.2T3.TRAINED,PTRHC.2T3.TRAINED,unknown,-1,upper_hierarchy_layer,0
PTRHC.3.TRAINED,PTRHC.3.TRAINED,unknown,-1,upper_hierarchy_layer,0
Portfa,Portfa,unknown,-1,upper_hierarchy_layer,0
Portfl,Portfl,unknown,-1,upper_hierarchy_layer,0
PrivInexDI,PrivInexDI,unknown,-1,upper_hierarchy_layer,0
PrivInexDIGDP,PrivInexDIGDP,unknown,-1,upper_hierarchy_layer,0
PrivOutexDI,PrivOutexDI,unknown,-1,upper_hierarchy_layer,0
QUTP.02.M,QUTP.02.M,unknown,-1,upper_hierarchy_layer,0
ROFST.1.F.CP,ROFST.1.F.CP,unknown,-1,upper_hierarchy_layer,0
ROFST.1.GPIA.CP,ROFST.1.GPIA.CP,unknown,-1,upper_hierarchy_layer,0
ROFST.1T2.GPIA.CP,ROFST.1T2.GPIA.CP,unknown,-1,upper_hierarchy_layer,0
ROFST.1T2.M.CP,ROFST.1T2.M.CP,unknown,-1,upper_hierarchy_layer,0
ROFST.2.GPIA.CP,ROFST.2.GPIA.CP,unknown,-1,upper_hierarchy_layer,0
ROFST.2.M.CP,ROFST.2.M.CP,unknown,-1,upper_hierarchy_layer,0
ROFST.H.1.Q1.F.LPIA,ROFST.H.1.Q1.F.LPIA,unknown,-1,upper_hierarchy_layer,0
ROFST.H.1.Q1.M.LPIA,ROFST.H.1.Q1.M.LPIA,unknown,-1,upper_hierarchy_layer,0
ROFST.H.1.URB.F.WPIA,ROFST.H.1.URB.F.WPIA,unknown,-1,upper_hierarchy_layer,0
ROFST.H.1.URB.M.WPIA,ROFST.H.1.URB.M.WPIA,unknown,-1,upper_hierarchy_layer,0
ROFST.H.1.URB.Q1.GPIA,ROFST.H.1.URB.Q1.GPIA,unknown,-1,upper_hierarchy_layer,0
ROFST.H.2.RUR.Q5.M,ROFST.H.2.RUR.Q5.M,unknown,-1,upper_hierarchy_layer,0
ROFST.H.2.URB.Q1.F,ROFST.H.2.URB.Q1.F,unknown,-1,upper_hierarchy_layer,0
ROFST.H.2.URB.Q1.M,ROFST.H.2.URB.Q1.M,unknown,-1,upper_hierarchy_layer,0
ROFST.H.3.Q3.M.LPIA,ROFST.H.3.Q3.M.LPIA,unknown,-1,upper_hierarchy_layer,0
ROFST.H.3.Q5.LPIA,ROFST.H.3.Q5.LPIA,unknown,-1,upper_hierarchy_layer,0
ROFST.H.3.URB.Q2.F,ROFST.H.3.URB.Q2.F,unknown,-1,upper_hierarchy_layer,0
ROFST.H.3.URB.Q2.M,ROFST.H.3.URB.Q2.M,unknown,-1,upper_hierarchy_layer,0
ROFST.MOD.1,ROFST.MOD.1,unknown,-1,upper_hierarchy_layer,0
ROFST.MOD.1.F,ROFST.MOD.1.F,unknown,-1,upper_hierarchy_layer,0
ROFST.MOD.1.GPIA,ROFST.MOD.1.GPIA,unknown,-1,upper_hierarchy_layer,0
ROFST.MOD.1.M,ROFST.MOD.1.M,unknown,-1,upper_hierarchy_layer,0
ROFST.MOD.2,ROFST.MOD.2,unknown,-1,upper_hierarchy_layer,0
ROFST.MOD.2.F,ROFST.MOD.2.F,unknown,-1,upper_hierarchy_layer,0
ROFST.MOD.2.GPIA,ROFST.MOD.2.GPIA,unknown,-1,upper_hierarchy_layer,0
ROFST.MOD.2.M,ROFST.MOD.2.M,unknown,-1,upper_hierarchy_layer,0
ROFST.MOD.3,ROFST.MOD.3,unknown,-1,upper_hierarchy_layer,0
ROFST.MOD.3.F,ROFST.MOD.3.F,unknown,-1,upper_hierarchy_layer,0
ROFST.MOD.3.GPIA,ROFST.MOD.3.GPIA,unknown,-1,upper_hierarchy_layer,0
ROFST.MOD.3.M,ROFST.MOD.3.M,unknown,-1,upper_hierarchy_layer,0
SAP.2.G1.M,SAP.2.G1.M,unknown,-1,upper_hierarchy_layer,0
SA_0000001475,SA_0000001475,unknown,-1,upper_hierarchy_layer,0
SA_0000001688,SA_0000001688,unknown,-1,upper_hierarchy_layer,0
SA_0000001747,SA_0000001747,unknown,-1,upper_hierarchy_layer,0
SA_0000001821,SA_0000001821,unknown,-1,upper_hierarchy_layer,0
SA_0000001823,SA_0000001823,unknown,-1,upper_hierarchy_layer,0
SCHBSP.1.WINTERN,SCHBSP.1.WINTERN,unknown,-1,upper_hierarchy_layer,0
SCHBSP.1.WWASH,SCHBSP.1.WWASH,unknown,-1,upper_hierarchy_layer,0
SCHBSP.3.WINTERN,SCHBSP.3.WINTERN,unknown,-1,upper_hierarchy_layer,0
SE.PRM.AGES,SE.PRM.AGES,unknown,-1,upper_hierarchy_layer,0
SG.ABS.PENB,SG.ABS.PENB,unknown,-1,upper_hierarchy_layer,0
SG.AGE.PAPN.EQ,SG.AGE.PAPN.EQ,unknown,-1,upper_hierarchy_layer,0
SG.BUS.REGT.EQ,SG.BUS.REGT.EQ,unknown,-1,upper_hierarchy_layer,0
SG.CNT.SIGN.EQ,SG.CNT.SIGN.EQ,unknown,-1,upper_hierarchy_layer,0
SG.CTR.TRVL.EQ,SG.CTR.TRVL.EQ,unknown,-1,upper_hierarchy_layer,0
SG.DNG.WORK.DN.EQ,SG.DNG.WORK.DN.EQ,unknown,-1,upper_hierarchy_layer,0
SG.GET.JOBS.EQ,SG.GET.JOBS.EQ,unknown,-1,upper_hierarchy_layer,0
SG.HLD.HEAD.EQ,SG.HLD.HEAD.EQ,unknown,-1,upper_hierarchy_layer,0
SG.HME.TRVL.EQ,SG.HME.TRVL.EQ,unknown,-1,upper_hierarchy_layer,0
SG.IHT.ASST.EQ,SG.IHT.ASST.EQ,unknown,-1,upper_hierarchy_layer,0
SG.IHT.ASST.PT.EQ,SG.IHT.ASST.PT.EQ,unknown,-1,upper_hierarchy_layer,0
SG.IND.WORK.EQ,SG.IND.WORK.EQ,unknown,-1,upper_hierarchy_layer,0
SG.LAW.NMCN,SG.LAW.NMCN,unknown,-1,upper_hierarchy_layer,0
SG.LAW.OBHB.MR.NO,SG.LAW.OBHB.MR.NO,unknown,-1,upper_hierarchy_layer,0
SG.LEG.SXHR.EM,SG.LEG.SXHR.EM,unknown,-1,upper_hierarchy_layer,0
SG.LOC.LIVE.EQ,SG.LOC.LIVE.EQ,unknown,-1,upper_hierarchy_layer,0
